Identifier,Gender,Income,CreditScore,LoanAmount,EmploymentStatus,MaritalStatus,OccupancyStatus,NumDependents,SocialMediaUsageHours,ShoppingFrequencyPerMonth,HealthInsuranceStatus,Age,Age group,Income_bin,LoanAmount_bin,SocialMediaUsageHours_bin,ShoppingFrequencyPerMonth_bin
ID_0457,Female,72098.0,516.0,46279.0,Student,Married,Renter,1.0,1.0,4.0,Yes,37.0,Established Adults,"(70000, 80000]","(40000, 50000]","(0, 5]","(0, 5]"
ID_0459,Male,20526.0,304.0,8181.0,Student,Widowed,Renter,1.0,11.0,15.0,No,47.13333333333333,Established Adults,"(20000, 30000]","(0, 10000]","(10, 15]","(10, 15]"
ID_0460,Male,88760.0,831.0,45763.0,Student,Widowed,Renter,3.0,9.0,17.0,No,64.0,Pre-Retirement,"(80000, 90000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0461,Female,67837.0,689.0,44066.0,Employed,Single,Owner,1.0,11.666666666666666,5.0,Yes,38.0,Established Adults,"(60000, 70000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0462,Male,31536.0,747.0,49530.0,Unemployed,Divorced,Owner,3.0,18.0,1.0,Yes,29.0,Early Career,"(30000, 40000]","(40000, 50000]","(15, 20]","(0, 5]"
ID_0463,Female,48541.0,445.0,20213.0,Student,Single,Renter,0.0,22.0,15.4,No,30.0,Early Career,"(40000, 50000]","(20000, 30000]","(20, 25]","(15, 20]"
ID_0464,Female,99083.0,687.0,6380.0,Retired,Married,Renter,2.0,15.0,9.0,Yes,25.0,Young Adults,"(90000, 100000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0465,Male,71027.0,548.0,615.0,Student,Widowed,Owner,2.0,14.0,20.0,Yes,64.0,Pre-Retirement,"(70000, 80000]","(0, 10000]","(10, 15]","(15, 20]"
ID_0466,Female,54531.0,825.0,463.0,Unemployed,Married,Owner,4.0,13.0,19.0,No,33.0,Early Career,"(50000, 60000]","(0, 10000]","(10, 15]","(15, 20]"
ID_0467,Female,28712.0,761.0,31973.0,Retired,Divorced,Owner,3.0,8.0,10.0,Yes,40.0,Established Adults,"(20000, 30000]","(30000, 40000]","(5, 10]","(5, 10]"
ID_0468,Female,85455.0,312.0,9158.0,Unemployed,Single,Renter,4.0,20.0,25.0,No,42.733333333333334,Established Adults,"(80000, 90000]","(0, 10000]","(15, 20]","(20, 25]"
ID_0469,Female,94744.0,683.0,20651.0,Student,Married,Owner,4.0,22.0,20.0,No,48.0,Established Adults,"(90000, 100000]","(20000, 30000]","(20, 25]","(15, 20]"
ID_0470,Male,25109.0,698.0,3158.0,Employed,Single,Owner,3.0,14.0,1.0,No,39.0,Established Adults,"(20000, 30000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0471,Male,69268.0,318.0,20008.0,Unemployed,Widowed,Owner,2.0,6.0,7.0,Yes,21.0,Young Adults,"(60000, 70000]","(20000, 30000]","(5, 10]","(5, 10]"
ID_0472,Female,74615.0,790.0,46202.0,Unemployed,Married,Owner,3.0,3.0,23.0,Yes,21.0,Young Adults,"(70000, 80000]","(40000, 50000]","(0, 5]","(20, 25]"
ID_0473,Female,49759.0,718.0,4938.0,Employed,Divorced,Owner,0.0,20.0,13.733333333333333,Yes,68.0,Retirees,"(40000, 50000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0474,Male,80112.0,636.0,38185.0,Student,Single,Owner,4.0,17.0,18.0,No,48.0,Established Adults,"(80000, 90000]","(30000, 40000]","(15, 20]","(15, 20]"
ID_0475,Female,46589.0,718.0,22388.0,Retired,Single,Owner,4.0,7.0,19.0,No,31.0,Early Career,"(40000, 50000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0476,Male,50015.0,421.0,8881.0,Student,Divorced,Owner,3.0,12.533333333333333,16.0,Yes,43.0,Established Adults,"(50000, 60000]","(0, 10000]","(10, 15]","(15, 20]"
ID_0477,Female,49009.0,731.0,5603.0,Student,Married,Renter,4.0,14.0,15.0,No,32.0,Early Career,"(40000, 50000]","(0, 10000]","(10, 15]","(10, 15]"
ID_0478,Female,82046.0,343.0,34980.0,Retired,Married,Owner,2.0,14.0,24.0,No,42.0,Established Adults,"(80000, 90000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0479,Male,46143.0,616.0,22504.0,Employed,Single,Renter,4.0,16.0,9.0,No,30.0,Early Career,"(40000, 50000]","(20000, 30000]","(15, 20]","(5, 10]"
ID_0480,Male,26154.0,680.0,16766.0,Student,Divorced,Renter,3.0,1.0,4.0,Yes,36.0,Established Adults,"(20000, 30000]","(10000, 20000]","(0, 5]","(0, 5]"
ID_0481,Male,41804.0,444.0,28386.0,Student,Single,Renter,2.0,11.0,13.0,No,44.333333333333336,Established Adults,"(40000, 50000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0482,Male,61688.0,626.0,11695.0,Retired,Single,Owner,2.0,2.0,23.0,No,47.53333333333333,Established Adults,"(60000, 70000]","(10000, 20000]","(0, 5]","(20, 25]"
ID_0484,Male,71195.0,349.0,42543.0,Retired,Married,Owner,3.0,5.0,3.0,Yes,65.0,Pre-Retirement,"(70000, 80000]","(40000, 50000]","(0, 5]","(0, 5]"
ID_0485,Female,40581.0,364.0,14559.0,Unemployed,Married,Renter,4.0,13.0,19.0,No,25.0,Young Adults,"(40000, 50000]","(10000, 20000]","(10, 15]","(15, 20]"
ID_0486,Male,72648.0,654.0,38914.0,Unemployed,Widowed,Renter,0.0,22.0,15.0,No,37.0,Established Adults,"(70000, 80000]","(30000, 40000]","(20, 25]","(10, 15]"
ID_0487,Male,50087.0,463.0,33139.0,Retired,Married,Renter,1.4666666666666666,4.0,23.0,No,49.0,Established Adults,"(50000, 60000]","(30000, 40000]","(0, 5]","(20, 25]"
ID_0488,Female,69930.0,440.0,38333.0,Employed,Married,Owner,2.0,3.0,14.0,No,49.0,Established Adults,"(60000, 70000]","(30000, 40000]","(0, 5]","(10, 15]"
ID_0489,Male,52981.0,427.0,30544.2,Retired,Married,Owner,4.0,14.0,27.0,Yes,22.0,Young Adults,"(50000, 60000]","(30000, 40000]","(10, 15]","(25, 30]"
ID_0490,Male,89298.0,697.0,8307.0,Retired,Divorced,Renter,0.0,6.0,8.0,No,56.0,Pre-Retirement,"(80000, 90000]","(0, 10000]","(5, 10]","(5, 10]"
ID_0492,Male,95304.0,486.0,33214.0,Unemployed,Single,Renter,0.0,12.0,22.0,No,35.0,Early Career,"(90000, 100000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0493,Female,63408.0,489.0,34159.0,Employed,Divorced,Renter,4.0,9.0,8.0,Yes,46.06666666666667,Established Adults,"(60000, 70000]","(30000, 40000]","(5, 10]","(5, 10]"
ID_0494,Female,59499.0,687.0,11516.0,Student,Single,Renter,4.0,22.0,17.0,Yes,55.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(20, 25]","(15, 20]"
ID_0495,Male,72269.0,728.0,29086.0,Employed,Widowed,Renter,0.0,13.133333333333333,3.0,Yes,44.0,Established Adults,"(70000, 80000]","(20000, 30000]","(10, 15]","(0, 5]"
ID_0496,Male,58559.0,583.0,48222.0,Student,Widowed,Owner,4.0,11.0,18.0,No,66.0,Retirees,"(50000, 60000]","(40000, 50000]","(10, 15]","(15, 20]"
ID_0497,Male,94319.0,536.0,30480.0,Unemployed,Widowed,Renter,1.2,23.0,23.0,No,41.0,Established Adults,"(90000, 100000]","(30000, 40000]","(20, 25]","(20, 25]"
ID_0498,Female,68787.0,493.0,44659.0,Unemployed,Married,Owner,1.0,21.0,3.0,No,38.0,Established Adults,"(60000, 70000]","(40000, 50000]","(20, 25]","(0, 5]"
ID_0499,Female,55488.0,586.0,47766.0,Retired,Divorced,Renter,2.0,11.0,8.0,Yes,29.0,Early Career,"(50000, 60000]","(40000, 50000]","(10, 15]","(5, 10]"
ID_0500,Female,94441.0,435.0,38737.0,Unemployed,Widowed,Renter,4.0,18.0,0.0,No,21.0,Young Adults,"(90000, 100000]","(30000, 40000]","(15, 20]",
ID_0501,Female,94663.0,470.0,9265.0,Student,Single,Renter,3.0,18.0,0.0,No,26.0,Early Career,"(90000, 100000]","(0, 10000]","(15, 20]",
ID_0502,Female,42431.0,458.0,48629.0,Employed,Married,Renter,2.0,20.0,19.0,Yes,23.0,Young Adults,"(40000, 50000]","(40000, 50000]","(15, 20]","(15, 20]"
ID_0503,Male,81681.0,500.0,5454.0,Retired,Married,Renter,2.0,2.0,18.0,No,36.0,Established Adults,"(80000, 90000]","(0, 10000]","(0, 5]","(15, 20]"
ID_0504,Male,83483.0,786.0,35918.0,Student,Divorced,Owner,3.0,5.0,2.0,No,32.0,Early Career,"(80000, 90000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0505,Female,69153.0,803.0,26181.0,Employed,Single,Owner,0.0,1.0,9.0,Yes,60.0,Pre-Retirement,"(60000, 70000]","(20000, 30000]","(0, 5]","(5, 10]"
ID_0506,Male,26368.0,670.0,15386.0,Employed,Divorced,Renter,1.0,23.0,11.0,Yes,50.0,Established Adults,"(20000, 30000]","(10000, 20000]","(20, 25]","(10, 15]"
ID_0507,Female,47424.0,402.0,39182.0,Employed,Married,Owner,4.0,12.0,17.0,Yes,31.0,Early Career,"(40000, 50000]","(30000, 40000]","(10, 15]","(15, 20]"
ID_0508,Female,65004.0,424.0,37425.0,Unemployed,Widowed,Owner,0.0,8.0,13.0,Yes,43.0,Established Adults,"(60000, 70000]","(30000, 40000]","(5, 10]","(10, 15]"
ID_0509,Male,76985.0,612.0,43254.0,Employed,Single,Renter,3.0,12.0,9.0,Yes,28.0,Early Career,"(70000, 80000]","(40000, 50000]","(10, 15]","(5, 10]"
ID_0510,Male,70069.0,757.0,24327.0,Unemployed,Widowed,Renter,1.0,22.0,14.333333333333334,No,54.0,Pre-Retirement,"(70000, 80000]","(20000, 30000]","(20, 25]","(10, 15]"
ID_0511,Male,72326.0,529.0,21181.0,Employed,Single,Renter,1.0,13.0,17.0,Yes,44.0,Established Adults,"(70000, 80000]","(20000, 30000]","(10, 15]","(15, 20]"
ID_0512,Female,43398.0,496.0,47662.0,Employed,Widowed,Renter,1.0,18.0,23.0,No,45.0,Established Adults,"(40000, 50000]","(40000, 50000]","(15, 20]","(20, 25]"
ID_0513,Female,70861.0,722.0,21452.0,Unemployed,Divorced,Owner,3.0,10.0,0.0,No,36.0,Established Adults,"(70000, 80000]","(20000, 30000]","(5, 10]",
ID_0514,Male,95897.0,470.0,38248.0,Unemployed,Single,Owner,0.0,13.0,29.0,Yes,46.0,Established Adults,"(90000, 100000]","(30000, 40000]","(10, 15]","(25, 30]"
ID_0515,Male,88577.0,681.0,40801.0,Student,Married,Owner,4.0,15.0,14.0,Yes,58.0,Pre-Retirement,"(80000, 90000]","(40000, 50000]","(10, 15]","(10, 15]"
ID_0517,Male,29078.0,752.0,21991.0,Unemployed,Married,Renter,1.0,19.0,25.0,No,21.0,Young Adults,"(20000, 30000]","(20000, 30000]","(15, 20]","(20, 25]"
ID_0518,Female,45003.0,649.0,41311.0,Student,Widowed,Renter,0.0,15.0,2.0,No,22.0,Young Adults,"(40000, 50000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0519,Female,82768.0,793.0,9916.0,Student,Divorced,Renter,1.0,1.0,17.0,Yes,20.0,Young Adults,"(80000, 90000]","(0, 10000]","(0, 5]","(15, 20]"
ID_0520,Female,71047.0,303.0,10143.0,Unemployed,Single,Renter,1.0,15.0,8.0,No,65.0,Pre-Retirement,"(70000, 80000]","(10000, 20000]","(10, 15]","(5, 10]"
ID_0521,Male,91626.0,392.0,25855.0,Employed,Married,Owner,3.0,13.0,14.466666666666667,Yes,31.0,Early Career,"(90000, 100000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0522,Male,77660.0,305.0,15581.0,Student,Widowed,Owner,2.0,12.133333333333333,20.0,No,54.0,Pre-Retirement,"(70000, 80000]","(10000, 20000]","(10, 15]","(15, 20]"
ID_0523,Male,69786.0,587.0,1907.0,Employed,Divorced,Renter,0.0,17.0,14.0,No,63.0,Pre-Retirement,"(60000, 70000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0525,Female,46015.0,723.0,23308.0,Student,Divorced,Owner,0.0,6.0,4.0,Yes,28.0,Early Career,"(40000, 50000]","(20000, 30000]","(5, 10]","(0, 5]"
ID_0526,Female,53320.0,613.2666666666667,22563.533333333333,Unemployed,Widowed,Renter,3.0,12.0,12.0,Yes,53.0,Pre-Retirement,"(50000, 60000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0527,Female,84881.0,501.0,41505.0,Employed,Widowed,Owner,3.0,1.0,21.0,No,23.0,Young Adults,"(80000, 90000]","(40000, 50000]","(0, 5]","(20, 25]"
ID_0528,Female,46289.0,511.0,46525.0,Retired,Widowed,Renter,4.0,14.0,19.0,No,31.0,Early Career,"(40000, 50000]","(40000, 50000]","(10, 15]","(15, 20]"
ID_0529,Male,23389.0,305.0,36942.0,Unemployed,Divorced,Owner,3.0,16.0,6.0,No,48.0,Established Adults,"(20000, 30000]","(30000, 40000]","(15, 20]","(5, 10]"
ID_0530,Male,45683.0,675.0,26957.0,Student,Single,Owner,0.0,12.0,15.0,Yes,56.0,Pre-Retirement,"(40000, 50000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0531,Male,33629.0,746.0,25464.0,Retired,Married,Renter,4.0,6.0,6.0,Yes,50.0,Established Adults,"(30000, 40000]","(20000, 30000]","(5, 10]","(5, 10]"
ID_0532,Male,81550.0,405.0,48476.0,Employed,Widowed,Renter,2.0,0.0,26.0,Yes,61.0,Pre-Retirement,"(80000, 90000]","(40000, 50000]",,"(25, 30]"
ID_0534,Male,46630.0,395.0,42065.0,Retired,Married,Owner,1.0,19.0,21.0,Yes,40.93333333333333,Established Adults,"(40000, 50000]","(40000, 50000]","(15, 20]","(20, 25]"
ID_0535,Female,66163.0,687.0,27125.0,Unemployed,Divorced,Renter,4.0,17.0,17.0,No,53.6,Pre-Retirement,"(60000, 70000]","(20000, 30000]","(15, 20]","(15, 20]"
ID_0536,Male,86435.0,751.0,34758.0,Employed,Single,Owner,2.0,6.0,12.0,No,44.0,Established Adults,"(80000, 90000]","(30000, 40000]","(5, 10]","(10, 15]"
ID_0537,Female,31653.0,715.0,5596.0,Retired,Divorced,Renter,1.0,20.0,16.0,No,50.0,Established Adults,"(30000, 40000]","(0, 10000]","(15, 20]","(15, 20]"
ID_0538,Female,47961.0,803.0,16374.0,Retired,Married,Owner,4.0,16.0,8.0,Yes,40.0,Established Adults,"(40000, 50000]","(10000, 20000]","(15, 20]","(5, 10]"
ID_0540,Male,53662.0,590.0,27388.0,Student,Divorced,Renter,0.0,15.0,12.0,Yes,41.0,Established Adults,"(50000, 60000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0541,Male,76446.0,833.0,21029.0,Student,Single,Owner,2.0,23.0,25.0,Yes,37.0,Established Adults,"(70000, 80000]","(20000, 30000]","(20, 25]","(20, 25]"
ID_0542,Female,41288.0,492.0,18445.0,Retired,Widowed,Owner,1.0,9.0,8.0,No,54.0,Pre-Retirement,"(40000, 50000]","(10000, 20000]","(5, 10]","(5, 10]"
ID_0543,Male,56877.0,449.0,48474.0,Unemployed,Single,Renter,0.0,22.0,4.0,No,21.0,Young Adults,"(50000, 60000]","(40000, 50000]","(20, 25]","(0, 5]"
ID_0544,Female,35313.0,814.0,22340.8,Retired,Married,Owner,1.7333333333333334,15.0,6.0,Yes,48.0,Established Adults,"(30000, 40000]","(20000, 30000]","(10, 15]","(5, 10]"
ID_0545,Male,92715.0,692.0,31105.0,Unemployed,Married,Renter,1.0,19.0,0.0,Yes,48.0,Established Adults,"(90000, 100000]","(30000, 40000]","(15, 20]",
ID_0546,Male,30326.0,594.2,13668.0,Employed,Widowed,Owner,0.0,17.0,3.0,No,19.0,Young Adults,"(30000, 40000]","(10000, 20000]","(15, 20]","(0, 5]"
ID_0547,Female,21560.0,375.0,15960.0,Student,Single,Owner,3.0,14.0,27.0,Yes,43.0,Established Adults,"(20000, 30000]","(10000, 20000]","(10, 15]","(25, 30]"
ID_0548,Female,99148.0,569.0,11357.0,Employed,Single,Renter,2.0,22.0,25.0,Yes,55.0,Pre-Retirement,"(90000, 100000]","(10000, 20000]","(20, 25]","(20, 25]"
ID_0549,Male,46745.0,524.0,37203.0,Unemployed,Single,Renter,4.0,10.0,3.0,Yes,28.0,Early Career,"(40000, 50000]","(30000, 40000]","(5, 10]","(0, 5]"
ID_0550,Female,51890.0,829.0,15804.0,Employed,Single,Owner,1.0,17.0,15.0,No,38.0,Established Adults,"(50000, 60000]","(10000, 20000]","(15, 20]","(10, 15]"
ID_0551,Female,40022.0,412.0,14626.0,Retired,Married,Owner,3.0,5.0,4.0,Yes,19.0,Young Adults,"(40000, 50000]","(10000, 20000]","(0, 5]","(0, 5]"
ID_0552,Female,72579.0,550.0,28132.0,Retired,Single,Owner,2.0,0.0,21.0,Yes,31.0,Early Career,"(70000, 80000]","(20000, 30000]",,"(20, 25]"
ID_0554,Female,48380.0,645.8,6449.0,Student,Single,Renter,3.0,6.0,5.0,Yes,34.0,Early Career,"(40000, 50000]","(0, 10000]","(5, 10]","(0, 5]"
ID_0555,Male,22356.0,424.0,19065.0,Retired,Single,Renter,1.0,11.0,25.0,Yes,58.0,Pre-Retirement,"(20000, 30000]","(10000, 20000]","(10, 15]","(20, 25]"
ID_0556,Male,90326.0,474.0,35967.0,Student,Divorced,Owner,2.0,19.0,22.0,Yes,38.0,Established Adults,"(90000, 100000]","(30000, 40000]","(15, 20]","(20, 25]"
ID_0557,Female,40049.0,368.0,39536.0,Unemployed,Divorced,Renter,4.0,3.0,2.0,Yes,32.0,Early Career,"(40000, 50000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0558,Male,95717.0,590.9333333333333,9130.0,Student,Single,Owner,0.0,9.0,12.0,No,54.0,Pre-Retirement,"(90000, 100000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0559,Male,36082.0,555.0,23824.0,Unemployed,Married,Owner,4.0,20.0,7.0,No,25.0,Young Adults,"(30000, 40000]","(20000, 30000]","(15, 20]","(5, 10]"
ID_0560,Female,20661.0,329.0,41401.0,Employed,Single,Owner,2.0,1.0,16.0,No,65.0,Pre-Retirement,"(20000, 30000]","(40000, 50000]","(0, 5]","(15, 20]"
ID_0561,Male,57412.0,580.0,36993.0,Unemployed,Divorced,Renter,0.0,12.266666666666667,28.0,Yes,22.0,Young Adults,"(50000, 60000]","(30000, 40000]","(10, 15]","(25, 30]"
ID_0562,Female,22920.0,536.0,31875.0,Employed,Single,Owner,3.0,9.0,17.0,No,52.0,Pre-Retirement,"(20000, 30000]","(30000, 40000]","(5, 10]","(15, 20]"
ID_0563,Female,80315.0,547.0,49748.0,Unemployed,Divorced,Renter,0.0,19.0,17.0,No,33.0,Early Career,"(80000, 90000]","(40000, 50000]","(15, 20]","(15, 20]"
ID_0564,Male,99561.0,667.0,6054.0,Retired,Single,Renter,0.0,10.0,25.0,Yes,42.46666666666667,Established Adults,"(90000, 100000]","(0, 10000]","(5, 10]","(20, 25]"
ID_0565,Female,28946.0,581.7333333333333,34273.0,Retired,Widowed,Owner,0.0,13.0,24.0,No,31.0,Early Career,"(20000, 30000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0567,Female,36309.0,789.0,48517.0,Unemployed,Married,Owner,1.0,0.0,24.0,Yes,45.0,Established Adults,"(30000, 40000]","(40000, 50000]",,"(20, 25]"
ID_0568,Female,75230.0,793.0,10832.0,Unemployed,Divorced,Owner,2.0,6.0,24.0,Yes,41.666666666666664,Established Adults,"(70000, 80000]","(10000, 20000]","(5, 10]","(20, 25]"
ID_0569,Female,50027.0,613.0,29670.0,Unemployed,Widowed,Renter,1.0,3.0,0.0,No,47.4,Established Adults,"(50000, 60000]","(20000, 30000]","(0, 5]",
ID_0570,Male,92541.0,674.0,49112.0,Student,Married,Owner,3.0,6.0,14.666666666666666,Yes,20.0,Young Adults,"(90000, 100000]","(40000, 50000]","(5, 10]","(10, 15]"
ID_0571,Male,79321.0,324.0,22852.0,Retired,Married,Renter,1.4,15.0,11.0,No,24.0,Young Adults,"(70000, 80000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0572,Female,20956.0,633.0,23620.0,Unemployed,Married,Renter,3.0,9.0,10.0,Yes,41.0,Established Adults,"(20000, 30000]","(20000, 30000]","(5, 10]","(5, 10]"
ID_0573,Female,94131.0,654.0,28307.0,Student,Single,Renter,3.0,14.0,12.0,Yes,55.0,Pre-Retirement,"(90000, 100000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0574,Male,67908.0,415.0,47551.0,Unemployed,Married,Owner,3.0,15.0,2.0,No,57.0,Pre-Retirement,"(60000, 70000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0575,Female,98339.0,347.0,27920.6,Employed,Single,Renter,4.0,5.0,26.0,Yes,29.0,Early Career,"(90000, 100000]","(20000, 30000]","(0, 5]","(25, 30]"
ID_0576,Male,45963.0,398.0,47922.0,Retired,Widowed,Owner,2.0,3.0,24.0,No,37.0,Established Adults,"(40000, 50000]","(40000, 50000]","(0, 5]","(20, 25]"
ID_0577,Female,59443.0,758.0,27812.0,Employed,Married,Owner,1.0666666666666667,3.0,7.0,Yes,37.0,Established Adults,"(50000, 60000]","(20000, 30000]","(0, 5]","(5, 10]"
ID_0578,Female,59063.0,822.0,21747.066666666666,Student,Married,Renter,3.0,23.0,2.0,Yes,55.0,Pre-Retirement,"(50000, 60000]","(20000, 30000]","(20, 25]","(0, 5]"
ID_0579,Female,24703.0,704.0,26312.0,Student,Divorced,Renter,4.0,22.0,16.0,Yes,67.0,Retirees,"(20000, 30000]","(20000, 30000]","(20, 25]","(15, 20]"
ID_0580,Female,85128.0,513.0,39620.0,Retired,Married,Owner,4.0,3.0,24.0,Yes,46.0,Established Adults,"(80000, 90000]","(30000, 40000]","(0, 5]","(20, 25]"
ID_0581,Female,92099.0,802.0,1449.0,Unemployed,Single,Renter,4.0,21.0,12.0,No,45.2,Established Adults,"(90000, 100000]","(0, 10000]","(20, 25]","(10, 15]"
ID_0582,Female,45849.0,630.8666666666667,24426.0,Student,Married,Renter,2.0,21.0,9.0,Yes,41.0,Established Adults,"(40000, 50000]","(20000, 30000]","(20, 25]","(5, 10]"
ID_0583,Female,51860.0,557.0,35427.0,Retired,Married,Renter,3.0,16.0,16.0,Yes,19.0,Young Adults,"(50000, 60000]","(30000, 40000]","(15, 20]","(15, 20]"
ID_0584,Male,51585.0,420.0,40277.0,Unemployed,Widowed,Owner,4.0,12.0,2.0,Yes,19.0,Young Adults,"(50000, 60000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0585,Male,42015.0,353.0,31551.0,Student,Single,Renter,4.0,1.0,12.0,No,40.0,Established Adults,"(40000, 50000]","(30000, 40000]","(0, 5]","(10, 15]"
ID_0586,Male,97539.0,630.0,21164.466666666667,Employed,Divorced,Owner,3.0,19.0,21.0,No,59.0,Pre-Retirement,"(90000, 100000]","(20000, 30000]","(15, 20]","(20, 25]"
ID_0587,Female,54867.333333333336,540.0,35489.0,Student,Single,Owner,2.0,5.0,5.0,No,53.0,Pre-Retirement,"(50000, 60000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0588,Female,46958.0,829.0,45212.0,Employed,Widowed,Renter,4.0,21.0,13.0,Yes,68.0,Retirees,"(40000, 50000]","(40000, 50000]","(20, 25]","(10, 15]"
ID_0589,Female,46017.0,623.4666666666667,9637.0,Retired,Single,Renter,1.0,0.0,26.0,No,45.0,Established Adults,"(40000, 50000]","(0, 10000]",,"(25, 30]"
ID_0590,Female,96707.0,486.0,43258.0,Retired,Single,Owner,0.0,7.0,9.0,No,34.0,Early Career,"(90000, 100000]","(40000, 50000]","(5, 10]","(5, 10]"
ID_0591,Female,65350.0,561.0,35693.0,Unemployed,Married,Owner,0.0,17.0,19.0,No,59.0,Pre-Retirement,"(60000, 70000]","(30000, 40000]","(15, 20]","(15, 20]"
ID_0592,Female,32201.0,663.0,9824.0,Unemployed,Married,Renter,0.0,20.0,15.0,No,67.0,Retirees,"(30000, 40000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0593,Female,49426.0,790.0,26950.0,Unemployed,Single,Owner,2.0,3.0,17.0,Yes,28.0,Early Career,"(40000, 50000]","(20000, 30000]","(0, 5]","(15, 20]"
ID_0594,Male,37778.0,730.0,23488.0,Retired,Single,Renter,4.0,4.0,12.0,No,48.0,Established Adults,"(30000, 40000]","(20000, 30000]","(0, 5]","(10, 15]"
ID_0595,Female,65241.0,538.0,39008.0,Employed,Divorced,Owner,0.0,4.0,9.0,No,31.0,Early Career,"(60000, 70000]","(30000, 40000]","(0, 5]","(5, 10]"
ID_0596,Male,62229.0,603.0,49664.0,Retired,Widowed,Renter,0.0,14.0,5.0,No,55.0,Pre-Retirement,"(60000, 70000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0597,Male,68364.0,597.0,215.0,Unemployed,Married,Owner,3.0,9.0,9.0,No,60.0,Pre-Retirement,"(60000, 70000]","(0, 10000]","(5, 10]","(5, 10]"
ID_0598,Female,64616.13333333333,375.0,40067.0,Retired,Married,Renter,4.0,7.0,4.0,No,34.0,Early Career,"(60000, 70000]","(40000, 50000]","(5, 10]","(0, 5]"
ID_0599,Female,47490.0,632.0,11523.0,Employed,Married,Renter,4.0,13.466666666666667,28.0,Yes,23.0,Young Adults,"(40000, 50000]","(10000, 20000]","(10, 15]","(25, 30]"
ID_0600,Male,39975.0,773.0,10364.0,Student,Married,Owner,3.0,11.0,5.0,No,51.0,Pre-Retirement,"(30000, 40000]","(10000, 20000]","(10, 15]","(0, 5]"
ID_0601,Male,46723.0,582.0,3153.0,Unemployed,Single,Renter,4.0,10.0,6.0,Yes,64.0,Pre-Retirement,"(40000, 50000]","(0, 10000]","(5, 10]","(5, 10]"
ID_0602,Female,43279.0,371.0,23834.0,Student,Single,Owner,1.0,12.0,12.733333333333333,No,30.0,Early Career,"(40000, 50000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0603,Female,55874.86666666667,562.0,34474.0,Student,Divorced,Owner,2.0,14.0,14.666666666666666,Yes,41.6,Established Adults,"(50000, 60000]","(30000, 40000]","(10, 15]","(10, 15]"
ID_0604,Male,59600.0,586.0666666666667,43066.0,Unemployed,Married,Owner,3.0,16.0,24.0,No,53.0,Pre-Retirement,"(50000, 60000]","(40000, 50000]","(15, 20]","(20, 25]"
ID_0605,Female,86061.0,440.0,34335.0,Retired,Married,Owner,0.0,21.0,11.0,No,45.0,Established Adults,"(80000, 90000]","(30000, 40000]","(20, 25]","(10, 15]"
ID_0606,Female,69153.0,316.0,10400.0,Unemployed,Single,Renter,4.0,21.0,11.0,No,27.0,Early Career,"(60000, 70000]","(10000, 20000]","(20, 25]","(10, 15]"
ID_0607,Female,53142.0,362.0,10345.0,Employed,Divorced,Owner,1.0,17.0,29.0,No,57.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(15, 20]","(25, 30]"
ID_0608,Male,46916.0,552.0,33896.0,Employed,Single,Owner,1.0,7.0,22.0,No,37.0,Established Adults,"(40000, 50000]","(30000, 40000]","(5, 10]","(20, 25]"
ID_0609,Male,84324.0,764.0,19894.0,Unemployed,Married,Owner,2.0,5.0,19.0,Yes,57.0,Pre-Retirement,"(80000, 90000]","(10000, 20000]","(0, 5]","(15, 20]"
ID_0610,Male,64965.0,675.0,28899.0,Student,Married,Renter,1.0,10.0,25.0,No,63.0,Pre-Retirement,"(60000, 70000]","(20000, 30000]","(5, 10]","(20, 25]"
